OFNS_DESC,CMPLNT_NUM,CMPLNT_FR_DT
FRAUDS,216,06/01/2018 12:00:00 AM
FRAUDS,224,07/01/2018 12:00:00 AM
FRAUDS,228,08/01/2018 12:00:00 AM
FRAUDS,230,09/01/2018 12:00:00 AM
FRAUDS,227,10/01/2018 12:00:00 AM
FRAUDS,276,11/01/2018 12:00:00 AM
FRAUDS,331,12/01/2018 12:00:00 AM
FRAUDS,193,01/01/2019 12:00:00 AM
FRAUDS,174,02/01/2019 12:00:00 AM
FRAUDS,216,03/01/2019 12:00:00 AM
FRAUDS,176,04/01/2019 12:00:00 AM
FRAUDS,170,05/01/2019 12:00:00 AM
FRAUDS,154,06/01/2019 12:00:00 AM
FRAUDS,164,07/01/2019 12:00:00 AM
FRAUDS,157,08/01/2019 12:00:00 AM
FRAUDS,130,09/01/2019 12:00:00 AM
FRAUDS,195,10/01/2019 12:00:00 AM
FRAUDS,143,11/01/2019 12:00:00 AM
FRAUDS,123,12/01/2019 12:00:00 AM
FRAUDULENT ACCOSTING,25,01/01/2018 12:00:00 AM
FRAUDULENT ACCOSTING,17,02/01/2018 12:00:00 AM
FRAUDULENT ACCOSTING,18,03/01/2018 12:00:00 AM
FRAUDULENT ACCOSTING,18,04/01/2018 12:00:00 AM
FRAUDULENT ACCOSTING,15,05/01/2018 12:00:00 AM
FRAUDULENT ACCOSTING,14,06/01/2018 12:00:00 AM
FRAUDULENT ACCOSTING,20,07/01/2018 12:00:00 AM
FRAUDULENT ACCOSTING,17,08/01/2018 12:00:00 AM
FRAUDULENT ACCOSTING,10,09/01/2018 12:00:00 AM
FRAUDULENT ACCOSTING,16,10/01/2018 12:00:00 AM
FRAUDULENT ACCOSTING,16,11/01/2018 12:00:00 AM
FRAUDULENT ACCOSTING,16,12/01/2018 12:00:00 AM
FRAUDULENT ACCOSTING,15,01/01/2019 12:00:00 AM
FRAUDULENT ACCOSTING,8,02/01/2019 12:00:00 AM
FRAUDULENT ACCOSTING,15,03/01/2019 12:00:00 AM
FRAUDULENT ACCOSTING,11,04/01/2019 12:00:00 AM
FRAUDULENT ACCOSTING,14,05/01/2019 12:00:00 AM
FRAUDULENT ACCOSTING,14,06/01/2019 12:00:00 AM
FRAUDULENT ACCOSTING,23,07/01/2019 12:00:00 AM
FRAUDULENT ACCOSTING,16,08/01/2019 12:00:00 AM
FRAUDULENT ACCOSTING,8,09/01/2019 12:00:00 AM
FRAUDULENT ACCOSTING,9,10/01/2019 12:00:00 AM
FRAUDULENT ACCOSTING,11,11/01/2019 12:00:00 AM
FRAUDULENT ACCOSTING,13,12/01/2019 12:00:00 AM
GAMBLING,4,01/01/2018 12:00:00 AM
GAMBLING,6,02/01/2018 12:00:00 AM
GAMBLING,9,03/01/2018 12:00:00 AM
GAMBLING,18,04/01/2018 12:00:00 AM
GAMBLING,25,05/01/2018 12:00:00 AM
GAMBLING,21,06/01/2018 12:00:00 AM
GAMBLING,21,07/01/2018 12:00:00 AM
GAMBLING,13,08/01/2018 12:00:00 AM
GAMBLING,11,09/01/2018 12:00:00 AM
GAMBLING,9,10/01/2018 12:00:00 AM
GAMBLING,11,11/01/2018 12:00:00 AM
GAMBLING,3,12/01/2018 12:00:00 AM
GAMBLING,16,01/01/2019 12:00:00 AM
GAMBLING,13,02/01/2019 12:00:00 AM
GAMBLING,21,03/01/2019 12:00:00 AM
GAMBLING,21,04/01/2019 12:00:00 AM
GAMBLING,27,05/01/2019 12:00:00 AM
GAMBLING,45,06/01/2019 12:00:00 AM
GAMBLING,30,07/01/2019 12:00:00 AM
GAMBLING,42,08/01/2019 12:00:00 AM
GAMBLING,32,09/01/2019 12:00:00 AM
GAMBLING,15,10/01/2019 12:00:00 AM
GAMBLING,11,11/01/2019 12:00:00 AM
GAMBLING,7,12/01/2019 12:00:00 AM
GRAND LARCENY,3481,01/01/2018 12:00:00 AM
GRAND LARCENY,3068,02/01/2018 12:00:00 AM
GRAND LARCENY,3334,03/01/2018 12:00:00 AM
GRAND LARCENY,3316,04/01/2018 12:00:00 AM
GRAND LARCENY,3764,05/01/2018 12:00:00 AM
GRAND LARCENY,3926,06/01/2018 12:00:00 AM
GRAND LARCENY,4058,07/01/2018 12:00:00 AM
GRAND LARCENY,4085,08/01/2018 12:00:00 AM
GRAND LARCENY,3936,09/01/2018 12:00:00 AM
GRAND LARCENY,4206,10/01/2018 12:00:00 AM
GRAND LARCENY,4254,11/01/2018 12:00:00 AM
GRAND LARCENY,5361,12/01/2018 12:00:00 AM
GRAND LARCENY,3226,01/01/2019 12:00:00 AM
GRAND LARCENY,2793,02/01/2019 12:00:00 AM
GRAND LARCENY,3142,03/01/2019 12:00:00 AM
GRAND LARCENY,3169,04/01/2019 12:00:00 AM
GRAND LARCENY,3563,05/01/2019 12:00:00 AM
GRAND LARCENY,3727,06/01/2019 12:00:00 AM
GRAND LARCENY,3940,07/01/2019 12:00:00 AM
GRAND LARCENY,3827,08/01/2019 12:00:00 AM
GRAND LARCENY,3846,09/01/2019 12:00:00 AM
GRAND LARCENY,3925,10/01/2019 12:00:00 AM
GRAND LARCENY,3664,11/01/2019 12:00:00 AM
GRAND LARCENY,3675,12/01/2019 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,398,01/01/2018 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,332,02/01/2018 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,391,03/01/2018 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,384,04/01/2018 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,438,05/01/2018 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,459,06/01/2018 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,600,07/01/2018 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,634,08/01/2018 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,502,09/01/2018 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,499,10/01/2018 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,449,11/01/2018 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,468,12/01/2018 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,334,01/01/2019 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,295,02/01/2019 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,301,03/01/2019 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,348,04/01/2019 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,388,05/01/2019 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,470,06/01/2019 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,589,07/01/2019 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,633,08/01/2019 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,573,09/01/2019 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,526,10/01/2019 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,459,11/01/2019 12:00:00 AM
GRAND LARCENY OF MOTOR VEHICLE,499,12/01/2019 12:00:00 AM
HARRASSMENT 2,5487,01/01/2018 12:00:00 AM
HARRASSMENT 2,5178,02/01/2018 12:00:00 AM
HARRASSMENT 2,5593,03/01/2018 12:00:00 AM
HARRASSMENT 2,5678,04/01/2018 12:00:00 AM
HARRASSMENT 2,6590,05/01/2018 12:00:00 AM
HARRASSMENT 2,6231,06/01/2018 12:00:00 AM
HARRASSMENT 2,6387,07/01/2018 12:00:00 AM
HARRASSMENT 2,6282,08/01/2018 12:00:00 AM
HARRASSMENT 2,6371,09/01/2018 12:00:00 AM
HARRASSMENT 2,6300,10/01/2018 12:00:00 AM
HARRASSMENT 2,5636,11/01/2018 12:00:00 AM
HARRASSMENT 2,6109,12/01/2018 12:00:00 AM
HARRASSMENT 2,5440,01/01/2019 12:00:00 AM
HARRASSMENT 2,4948,02/01/2019 12:00:00 AM
HARRASSMENT 2,5758,03/01/2019 12:00:00 AM
HARRASSMENT 2,5954,04/01/2019 12:00:00 AM
HARRASSMENT 2,6448,05/01/2019 12:00:00 AM
HARRASSMENT 2,6376,06/01/2019 12:00:00 AM
HARRASSMENT 2,6372,07/01/2019 12:00:00 AM
HARRASSMENT 2,6276,08/01/2019 12:00:00 AM
HARRASSMENT 2,6232,09/01/2019 12:00:00 AM
HARRASSMENT 2,6156,10/01/2019 12:00:00 AM
HARRASSMENT 2,5822,11/01/2019 12:00:00 AM
HARRASSMENT 2,5840,12/01/2019 12:00:00 AM
"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1,02/01/2018 12:00:00 AM
"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1,03/01/2018 12:00:00 AM
"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1,05/01/2018 12:00:00 AM
"HOMICIDE-NEGLIGENT,UNCLASSIFIE",2,06/01/2018 12:00:00 AM
"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1,07/01/2018 12:00:00 AM
"HOMICIDE-NEGLIGENT,UNCLASSIFIE",2,08/01/2018 12:00:00 AM
"HOMICIDE-NEGLIGENT,UNCLASSIFIE",2,10/01/2018 12:00:00 AM
"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1,11/01/2018 12:00:00 AM
"HOMICIDE-NEGLIGENT,UNCLASSIFIE",2,12/01/2018 12:00:00 AM
"HOMICIDE-NEGLIGENT,UNCLASSIFIE",2,04/01/2019 12:00:00 AM
"HOMICIDE-NEGLIGENT,UNCLASSIFIE",3,07/01/2019 12:00:00 AM
"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1,08/01/2019 12:00:00 AM
"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1,10/01/2019 12:00:00 AM
"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1,12/01/2019 12:00:00 AM
HOMICIDE-NEGLIGENT-VEHICLE,1,02/01/2018 12:00:00 AM
HOMICIDE-NEGLIGENT-VEHICLE,1,03/01/2019 12:00:00 AM
HOMICIDE-NEGLIGENT-VEHICLE,1,05/01/2019 12:00:00 AM
HOMICIDE-NEGLIGENT-VEHICLE,1,08/01/2019 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,458,01/01/2018 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,439,02/01/2018 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,500,03/01/2018 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,446,04/01/2018 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,393,05/01/2018 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,405,06/01/2018 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,405,07/01/2018 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,380,08/01/2018 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,355,09/01/2018 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,410,10/01/2018 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,397,11/01/2018 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,402,12/01/2018 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,387,01/01/2019 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,368,02/01/2019 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,447,03/01/2019 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,372,04/01/2019 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,418,05/01/2019 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,357,06/01/2019 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,364,07/01/2019 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,358,08/01/2019 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,332,09/01/2019 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,321,10/01/2019 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,352,11/01/2019 12:00:00 AM
INTOXICATED & IMPAIRED DRIVING,291,12/01/2019 12:00:00 AM
INTOXICATED/IMPAIRED DRIVING,1,01/01/2018 12:00:00 AM
INTOXICATED/IMPAIRED DRIVING,1,03/01/2018 12:00:00 AM
INTOXICATED/IMPAIRED DRIVING,2,04/01/2018 12:00:00 AM
INTOXICATED/IMPAIRED DRIVING,2,12/01/2018 12:00:00 AM
INTOXICATED/IMPAIRED DRIVING,2,06/01/2019 12:00:00 AM
INTOXICATED/IMPAIRED DRIVING,1,08/01/2019 12:00:00 AM
JOSTLING,1,01/01/2018 12:00:00 AM
JOSTLING,2,02/01/2018 12:00:00 AM
JOSTLING,2,03/01/2018 12:00:00 AM
JOSTLING,5,04/01/2018 12:00:00 AM
JOSTLING,6,05/01/2018 12:00:00 AM
JOSTLING,3,06/01/2018 12:00:00 AM
JOSTLING,4,07/01/2018 12:00:00 AM
JOSTLING,4,08/01/2018 12:00:00 AM
JOSTLING,2,09/01/2018 12:00:00 AM
JOSTLING,3,10/01/2018 12:00:00 AM
JOSTLING,4,11/01/2018 12:00:00 AM
JOSTLING,4,12/01/2018 12:00:00 AM
JOSTLING,4,01/01/2019 12:00:00 AM
JOSTLING,3,02/01/2019 12:00:00 AM
JOSTLING,1,03/01/2019 12:00:00 AM
JOSTLING,1,04/01/2019 12:00:00 AM
JOSTLING,2,05/01/2019 12:00:00 AM
JOSTLING,2,06/01/2019 12:00:00 AM
JOSTLING,1,07/01/2019 12:00:00 AM
JOSTLING,2,08/01/2019 12:00:00 AM
JOSTLING,6,09/01/2019 12:00:00 AM
JOSTLING,2,10/01/2019 12:00:00 AM
JOSTLING,3,11/01/2019 12:00:00 AM
JOSTLING,1,12/01/2019 12:00:00 AM
KIDNAPPING,1,03/01/2018 12:00:00 AM
KIDNAPPING,1,04/01/2018 12:00:00 AM
KIDNAPPING,1,06/01/2018 12:00:00 AM
KIDNAPPING,2,07/01/2018 12:00:00 AM
KIDNAPPING,1,10/01/2018 12:00:00 AM
KIDNAPPING,2,11/01/2018 12:00:00 AM
KIDNAPPING,1,01/01/2019 12:00:00 AM
KIDNAPPING,1,02/01/2019 12:00:00 AM
KIDNAPPING,2,04/01/2019 12:00:00 AM
KIDNAPPING,2,06/01/2019 12:00:00 AM
KIDNAPPING,1,07/01/2019 12:00:00 AM
KIDNAPPING,1,08/01/2019 12:00:00 AM
KIDNAPPING,2,09/01/2019 12:00:00 AM
KIDNAPPING,2,10/01/2019 12:00:00 AM
KIDNAPPING,1,11/01/2019 12:00:00 AM
KIDNAPPING,1,12/01/2019 12:00:00 AM
KIDNAPPING AND RELATED OFFENSES,1,03/01/2019 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,8,01/01/2018 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,10,02/01/2018 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,8,03/01/2018 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,5,04/01/2018 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,15,05/01/2018 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,13,06/01/2018 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,15,07/01/2018 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,10,08/01/2018 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,3,09/01/2018 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,12,10/01/2018 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,8,11/01/2018 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,13,12/01/2018 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,11,01/01/2019 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,6,02/01/2019 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,12,03/01/2019 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,7,04/01/2019 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,15,05/01/2019 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,9,06/01/2019 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,13,07/01/2019 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,9,08/01/2019 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,7,09/01/2019 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,7,10/01/2019 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,6,11/01/2019 12:00:00 AM
KIDNAPPING & RELATED OFFENSES,9,12/01/2019 12:00:00 AM
"LOITERING/GAMBLING (CARDS, DIC",2,05/01/2018 12:00:00 AM
"LOITERING/GAMBLING (CARDS, DIC",1,06/01/2018 12:00:00 AM
"LOITERING/GAMBLING (CARDS, DIC",1,07/01/2018 12:00:00 AM
"LOITERING/GAMBLING (CARDS, DIC",3,06/01/2019 12:00:00 AM
"LOITERING/GAMBLING (CARDS, DIC",1,08/01/2019 12:00:00 AM
"LOITERING/GAMBLING (CARDS, DIC",3,09/01/2019 12:00:00 AM
"LOITERING/GAMBLING (CARDS, DIC",1,11/01/2019 12:00:00 AM
"LOITERING/GAMBLING (CARDS, DIC",1,12/01/2019 12:00:00 AM
MISCELLANEOUS PENAL LAW,1006,01/01/2018 12:00:00 AM
MISCELLANEOUS PENAL LAW,981,02/01/2018 12:00:00 AM
MISCELLANEOUS PENAL LAW,1149,03/01/2018 12:00:00 AM
MISCELLANEOUS PENAL LAW,1109,04/01/2018 12:00:00 AM
MISCELLANEOUS PENAL LAW,1255,05/01/2018 12:00:00 AM
MISCELLANEOUS PENAL LAW,1193,06/01/2018 12:00:00 AM
MISCELLANEOUS PENAL LAW,1243,07/01/2018 12:00:00 AM
MISCELLANEOUS PENAL LAW,1174,08/01/2018 12:00:00 AM
MISCELLANEOUS PENAL LAW,1153,09/01/2018 12:00:00 AM
MISCELLANEOUS PENAL LAW,1120,10/01/2018 12:00:00 AM
MISCELLANEOUS PENAL LAW,1083,11/01/2018 12:00:00 AM
MISCELLANEOUS PENAL LAW,1165,12/01/2018 12:00:00 AM
MISCELLANEOUS PENAL LAW,1115,01/01/2019 12:00:00 AM
MISCELLANEOUS PENAL LAW,1012,02/01/2019 12:00:00 AM
MISCELLANEOUS PENAL LAW,1177,03/01/2019 12:00:00 AM
MISCELLANEOUS PENAL LAW,1179,04/01/2019 12:00:00 AM
MISCELLANEOUS PENAL LAW,1282,05/01/2019 12:00:00 AM
MISCELLANEOUS PENAL LAW,1290,06/01/2019 12:00:00 AM
MISCELLANEOUS PENAL LAW,1283,07/01/2019 12:00:00 AM
MISCELLANEOUS PENAL LAW,1251,08/01/2019 12:00:00 AM
MISCELLANEOUS PENAL LAW,1217,09/01/2019 12:00:00 AM
MISCELLANEOUS PENAL LAW,1253,10/01/2019 12:00:00 AM
MISCELLANEOUS PENAL LAW,1061,11/01/2019 12:00:00 AM
MISCELLANEOUS PENAL LAW,1093,12/01/2019 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,19,01/01/2018 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,15,02/01/2018 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,27,03/01/2018 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,28,04/01/2018 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,34,05/01/2018 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,36,06/01/2018 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,33,07/01/2018 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,30,08/01/2018 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,28,09/01/2018 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,27,10/01/2018 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,22,11/01/2018 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,28,12/01/2018 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,24,01/01/2019 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,22,02/01/2019 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,16,03/01/2019 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,20,04/01/2019 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,17,05/01/2019 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,29,06/01/2019 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,34,07/01/2019 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,34,08/01/2019 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,30,09/01/2019 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,34,10/01/2019 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,24,11/01/2019 12:00:00 AM
MURDER & NON-NEGL. MANSLAUGHTER,17,12/01/2019 12:00:00 AM
NEW YORK CITY HEALTH CODE,2,01/01/2018 12:00:00 AM
NEW YORK CITY HEALTH CODE,1,08/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,71,01/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,60,02/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,57,03/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,73,04/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,62,05/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,39,06/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,58,07/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,57,08/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,48,09/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,74,10/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,64,11/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,123,12/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,66,01/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,59,02/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,57,03/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,51,04/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,60,05/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,57,06/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,44,07/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,58,08/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,48,09/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,64,10/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,48,11/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED FELONY,37,12/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED VIOLATION,7,01/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED VIOLATION,1,04/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED VIOLATION,2,05/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED VIOLATION,1,06/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED VIOLATION,1,07/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED VIOLATION,2,08/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED VIOLATION,1,10/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED VIOLATION,1,11/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED VIOLATION,2,12/01/2018 12:00:00 AM
NYS LAWS-UNCLASSIFIED VIOLATION,1,01/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED VIOLATION,1,02/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED VIOLATION,2,03/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED VIOLATION,3,06/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED VIOLATION,2,07/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED VIOLATION,1,08/01/2019 12:00:00 AM
NYS LAWS-UNCLASSIFIED VIOLATION,1,11/01/2019 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1778,01/01/2018 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1552,02/01/2018 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1738,03/01/2018 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1839,04/01/2018 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1851,05/01/2018 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1791,06/01/2018 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1885,07/01/2018 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1790,08/01/2018 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1761,09/01/2018 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1857,10/01/2018 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1756,11/01/2018 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,2085,12/01/2018 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1663,01/01/2019 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1543,02/01/2019 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1659,03/01/2019 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1722,04/01/2019 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1729,05/01/2019 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1680,06/01/2019 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1612,07/01/2019 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1702,08/01/2019 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1636,09/01/2019 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1475,10/01/2019 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1430,11/01/2019 12:00:00 AM
OFF. AGNST PUB ORD SENSBLTY &,1348,12/01/2019 12:00:00 AM
OFFENSES AGAINST MARRIAGE UNCL,1,09/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,633,01/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,599,02/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,652,03/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,615,04/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,677,05/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,609,06/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,680,07/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,677,08/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,669,09/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,659,10/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,595,11/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,675,12/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,608,01/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,541,02/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,632,03/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,648,04/01/2019 12:00:00 AM
