OFNS_DESC,CMPLNT_NUM,CMPLNT_FR_DT
OFFENSES AGAINST PUBLIC ADMINI,650,05/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,698,06/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,682,07/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,742,08/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,653,09/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,656,10/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,562,11/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC ADMINI,514,12/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,5,02/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,4,03/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,4,04/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,3,05/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,6,06/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,7,07/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,1,08/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,3,10/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,3,11/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,5,12/01/2018 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,3,01/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,6,02/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,4,03/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,2,04/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,3,05/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,3,06/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,14,07/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,8,08/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,2,09/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,6,10/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,1,11/01/2019 12:00:00 AM
OFFENSES AGAINST PUBLIC SAFETY,4,12/01/2019 12:00:00 AM
OFFENSES AGAINST THE PERSON,96,01/01/2018 12:00:00 AM
OFFENSES AGAINST THE PERSON,83,02/01/2018 12:00:00 AM
OFFENSES AGAINST THE PERSON,73,03/01/2018 12:00:00 AM
OFFENSES AGAINST THE PERSON,107,04/01/2018 12:00:00 AM
OFFENSES AGAINST THE PERSON,97,05/01/2018 12:00:00 AM
OFFENSES AGAINST THE PERSON,113,06/01/2018 12:00:00 AM
OFFENSES AGAINST THE PERSON,128,07/01/2018 12:00:00 AM
OFFENSES AGAINST THE PERSON,110,08/01/2018 12:00:00 AM
OFFENSES AGAINST THE PERSON,98,09/01/2018 12:00:00 AM
OFFENSES AGAINST THE PERSON,91,10/01/2018 12:00:00 AM
OFFENSES AGAINST THE PERSON,84,11/01/2018 12:00:00 AM
OFFENSES AGAINST THE PERSON,127,12/01/2018 12:00:00 AM
OFFENSES AGAINST THE PERSON,86,01/01/2019 12:00:00 AM
OFFENSES AGAINST THE PERSON,87,02/01/2019 12:00:00 AM
OFFENSES AGAINST THE PERSON,108,03/01/2019 12:00:00 AM
OFFENSES AGAINST THE PERSON,125,04/01/2019 12:00:00 AM
OFFENSES AGAINST THE PERSON,119,05/01/2019 12:00:00 AM
OFFENSES AGAINST THE PERSON,125,06/01/2019 12:00:00 AM
OFFENSES AGAINST THE PERSON,149,07/01/2019 12:00:00 AM
OFFENSES AGAINST THE PERSON,106,08/01/2019 12:00:00 AM
OFFENSES AGAINST THE PERSON,113,09/01/2019 12:00:00 AM
OFFENSES AGAINST THE PERSON,91,10/01/2019 12:00:00 AM
OFFENSES AGAINST THE PERSON,73,11/01/2019 12:00:00 AM
OFFENSES AGAINST THE PERSON,69,12/01/2019 12:00:00 AM
OFFENSES INVOLVING FRAUD,132,01/01/2018 12:00:00 AM
OFFENSES INVOLVING FRAUD,91,02/01/2018 12:00:00 AM
OFFENSES INVOLVING FRAUD,110,03/01/2018 12:00:00 AM
OFFENSES INVOLVING FRAUD,90,04/01/2018 12:00:00 AM
OFFENSES INVOLVING FRAUD,80,05/01/2018 12:00:00 AM
OFFENSES INVOLVING FRAUD,82,06/01/2018 12:00:00 AM
OFFENSES INVOLVING FRAUD,100,07/01/2018 12:00:00 AM
OFFENSES INVOLVING FRAUD,119,08/01/2018 12:00:00 AM
OFFENSES INVOLVING FRAUD,98,09/01/2018 12:00:00 AM
OFFENSES INVOLVING FRAUD,99,10/01/2018 12:00:00 AM
OFFENSES INVOLVING FRAUD,90,11/01/2018 12:00:00 AM
OFFENSES INVOLVING FRAUD,77,12/01/2018 12:00:00 AM
OFFENSES INVOLVING FRAUD,124,01/01/2019 12:00:00 AM
OFFENSES INVOLVING FRAUD,110,02/01/2019 12:00:00 AM
OFFENSES INVOLVING FRAUD,116,03/01/2019 12:00:00 AM
OFFENSES INVOLVING FRAUD,91,04/01/2019 12:00:00 AM
OFFENSES INVOLVING FRAUD,81,05/01/2019 12:00:00 AM
OFFENSES INVOLVING FRAUD,76,06/01/2019 12:00:00 AM
OFFENSES INVOLVING FRAUD,80,07/01/2019 12:00:00 AM
OFFENSES INVOLVING FRAUD,57,08/01/2019 12:00:00 AM
OFFENSES INVOLVING FRAUD,60,09/01/2019 12:00:00 AM
OFFENSES INVOLVING FRAUD,81,10/01/2019 12:00:00 AM
OFFENSES INVOLVING FRAUD,54,11/01/2019 12:00:00 AM
OFFENSES INVOLVING FRAUD,50,12/01/2019 12:00:00 AM
OFFENSES RELATED TO CHILDREN,12,01/01/2018 12:00:00 AM
OFFENSES RELATED TO CHILDREN,11,02/01/2018 12:00:00 AM
OFFENSES RELATED TO CHILDREN,8,03/01/2018 12:00:00 AM
OFFENSES RELATED TO CHILDREN,4,04/01/2018 12:00:00 AM
OFFENSES RELATED TO CHILDREN,3,05/01/2018 12:00:00 AM
OFFENSES RELATED TO CHILDREN,6,06/01/2018 12:00:00 AM
OFFENSES RELATED TO CHILDREN,11,07/01/2018 12:00:00 AM
OFFENSES RELATED TO CHILDREN,7,08/01/2018 12:00:00 AM
OFFENSES RELATED TO CHILDREN,3,09/01/2018 12:00:00 AM
OFFENSES RELATED TO CHILDREN,13,10/01/2018 12:00:00 AM
OFFENSES RELATED TO CHILDREN,11,11/01/2018 12:00:00 AM
OFFENSES RELATED TO CHILDREN,7,12/01/2018 12:00:00 AM
OFFENSES RELATED TO CHILDREN,13,01/01/2019 12:00:00 AM
OFFENSES RELATED TO CHILDREN,7,02/01/2019 12:00:00 AM
OFFENSES RELATED TO CHILDREN,2,03/01/2019 12:00:00 AM
OFFENSES RELATED TO CHILDREN,4,04/01/2019 12:00:00 AM
OFFENSES RELATED TO CHILDREN,6,05/01/2019 12:00:00 AM
OFFENSES RELATED TO CHILDREN,4,06/01/2019 12:00:00 AM
OFFENSES RELATED TO CHILDREN,6,07/01/2019 12:00:00 AM
OFFENSES RELATED TO CHILDREN,4,08/01/2019 12:00:00 AM
OFFENSES RELATED TO CHILDREN,1,09/01/2019 12:00:00 AM
OFFENSES RELATED TO CHILDREN,9,10/01/2019 12:00:00 AM
OFFENSES RELATED TO CHILDREN,4,11/01/2019 12:00:00 AM
OFFENSES RELATED TO CHILDREN,1,12/01/2019 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,121,01/01/2018 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,119,02/01/2018 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,108,03/01/2018 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,112,04/01/2018 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,117,05/01/2018 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,103,06/01/2018 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,135,07/01/2018 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,137,08/01/2018 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,108,09/01/2018 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,105,10/01/2018 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,101,11/01/2018 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,108,12/01/2018 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,111,01/01/2019 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,113,02/01/2019 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,135,03/01/2019 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,98,04/01/2019 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,97,05/01/2019 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,125,06/01/2019 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,110,07/01/2019 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,112,08/01/2019 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,94,09/01/2019 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,90,10/01/2019 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,103,11/01/2019 12:00:00 AM
OTHER OFFENSES RELATED TO THEF,98,12/01/2019 12:00:00 AM
OTHER STATE LAWS,2,02/01/2018 12:00:00 AM
OTHER STATE LAWS,2,03/01/2018 12:00:00 AM
OTHER STATE LAWS,1,05/01/2018 12:00:00 AM
OTHER STATE LAWS,1,06/01/2018 12:00:00 AM
OTHER STATE LAWS,3,07/01/2018 12:00:00 AM
OTHER STATE LAWS,1,08/01/2018 12:00:00 AM
OTHER STATE LAWS,1,12/01/2018 12:00:00 AM
OTHER STATE LAWS,3,01/01/2019 12:00:00 AM
OTHER STATE LAWS,1,02/01/2019 12:00:00 AM
OTHER STATE LAWS,1,03/01/2019 12:00:00 AM
OTHER STATE LAWS,2,07/01/2019 12:00:00 AM
OTHER STATE LAWS,1,09/01/2019 12:00:00 AM
OTHER STATE LAWS,1,10/01/2019 12:00:00 AM
OTHER STATE LAWS,1,11/01/2019 12:00:00 AM
OTHER STATE LAWS,1,12/01/2019 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,24,01/01/2018 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,19,02/01/2018 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,32,03/01/2018 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,26,04/01/2018 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,36,05/01/2018 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,24,06/01/2018 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,21,07/01/2018 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,21,08/01/2018 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,30,09/01/2018 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,26,10/01/2018 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,23,11/01/2018 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,19,12/01/2018 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,33,01/01/2019 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,18,02/01/2019 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,22,03/01/2019 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,20,04/01/2019 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,25,05/01/2019 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,23,06/01/2019 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,24,07/01/2019 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,14,08/01/2019 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,17,09/01/2019 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,24,10/01/2019 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,20,11/01/2019 12:00:00 AM
OTHER STATE LAWS (NON PENAL LA,10,12/01/2019 12:00:00 AM
OTHER STATE LAWS (NON PENAL LAW),1,01/01/2019 12:00:00 AM
OTHER TRAFFIC INFRACTION,1,01/01/2019 12:00:00 AM
PETIT LARCENY,6641,01/01/2018 12:00:00 AM
PETIT LARCENY,6263,02/01/2018 12:00:00 AM
PETIT LARCENY,6676,03/01/2018 12:00:00 AM
PETIT LARCENY,6907,04/01/2018 12:00:00 AM
PETIT LARCENY,7360,05/01/2018 12:00:00 AM
PETIT LARCENY,7516,06/01/2018 12:00:00 AM
PETIT LARCENY,8072,07/01/2018 12:00:00 AM
PETIT LARCENY,8226,08/01/2018 12:00:00 AM
PETIT LARCENY,7426,09/01/2018 12:00:00 AM
PETIT LARCENY,7677,10/01/2018 12:00:00 AM
PETIT LARCENY,7609,11/01/2018 12:00:00 AM
PETIT LARCENY,8864,12/01/2018 12:00:00 AM
PETIT LARCENY,6626,01/01/2019 12:00:00 AM
PETIT LARCENY,5883,02/01/2019 12:00:00 AM
PETIT LARCENY,6523,03/01/2019 12:00:00 AM
PETIT LARCENY,6803,04/01/2019 12:00:00 AM
PETIT LARCENY,7307,05/01/2019 12:00:00 AM
PETIT LARCENY,7571,06/01/2019 12:00:00 AM
PETIT LARCENY,8491,07/01/2019 12:00:00 AM
PETIT LARCENY,8175,08/01/2019 12:00:00 AM
PETIT LARCENY,8208,09/01/2019 12:00:00 AM
PETIT LARCENY,8011,10/01/2019 12:00:00 AM
PETIT LARCENY,7271,11/01/2019 12:00:00 AM
PETIT LARCENY,8112,12/01/2019 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,2,01/01/2018 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,3,02/01/2018 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,2,03/01/2018 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,9,04/01/2018 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,12,05/01/2018 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,5,06/01/2018 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,9,07/01/2018 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,17,08/01/2018 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,10,09/01/2018 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,5,10/01/2018 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,8,11/01/2018 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,3,12/01/2018 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,2,01/01/2019 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,4,02/01/2019 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,2,03/01/2019 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,9,04/01/2019 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,8,05/01/2019 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,11,06/01/2019 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,12,07/01/2019 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,10,08/01/2019 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,11,09/01/2019 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,9,10/01/2019 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,5,11/01/2019 12:00:00 AM
PETIT LARCENY OF MOTOR VEHICLE,2,12/01/2019 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,149,01/01/2018 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,138,02/01/2018 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,151,03/01/2018 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,125,04/01/2018 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,180,05/01/2018 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,164,06/01/2018 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,174,07/01/2018 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,181,08/01/2018 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,152,09/01/2018 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,174,10/01/2018 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,104,11/01/2018 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,104,12/01/2018 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,111,01/01/2019 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,119,02/01/2019 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,112,03/01/2019 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,117,04/01/2019 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,116,05/01/2019 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,119,06/01/2019 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,144,07/01/2019 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,124,08/01/2019 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,122,09/01/2019 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,119,10/01/2019 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,111,11/01/2019 12:00:00 AM
POSSESSION OF STOLEN PROPERTY,89,12/01/2019 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,7,01/01/2018 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,9,02/01/2018 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,10,03/01/2018 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,4,04/01/2018 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,3,05/01/2018 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,17,06/01/2018 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,3,07/01/2018 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,10,08/01/2018 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,5,09/01/2018 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,13,10/01/2018 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,1,11/01/2018 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,19,12/01/2018 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,2,01/01/2019 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,4,02/01/2019 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,9,03/01/2019 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,1,04/01/2019 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,2,05/01/2019 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,6,06/01/2019 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,6,07/01/2019 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,5,08/01/2019 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,13,09/01/2019 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,4,10/01/2019 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,4,11/01/2019 12:00:00 AM
PROSTITUTION & RELATED OFFENSES,1,12/01/2019 12:00:00 AM
RAPE,110,01/01/2018 12:00:00 AM
RAPE,113,02/01/2018 12:00:00 AM
RAPE,132,03/01/2018 12:00:00 AM
RAPE,138,04/01/2018 12:00:00 AM
RAPE,182,05/01/2018 12:00:00 AM
RAPE,160,06/01/2018 12:00:00 AM
RAPE,160,07/01/2018 12:00:00 AM
RAPE,172,08/01/2018 12:00:00 AM
RAPE,152,09/01/2018 12:00:00 AM
RAPE,160,10/01/2018 12:00:00 AM
RAPE,161,11/01/2018 12:00:00 AM
RAPE,203,12/01/2018 12:00:00 AM
RAPE,124,01/01/2019 12:00:00 AM
RAPE,107,02/01/2019 12:00:00 AM
RAPE,123,03/01/2019 12:00:00 AM
RAPE,136,04/01/2019 12:00:00 AM
RAPE,119,05/01/2019 12:00:00 AM
RAPE,130,06/01/2019 12:00:00 AM
RAPE,150,07/01/2019 12:00:00 AM
RAPE,138,08/01/2019 12:00:00 AM
RAPE,146,09/01/2019 12:00:00 AM
RAPE,109,10/01/2019 12:00:00 AM
RAPE,113,11/01/2019 12:00:00 AM
RAPE,82,12/01/2019 12:00:00 AM
ROBBERY,1162,01/01/2018 12:00:00 AM
ROBBERY,939,02/01/2018 12:00:00 AM
ROBBERY,938,03/01/2018 12:00:00 AM
ROBBERY,915,04/01/2018 12:00:00 AM
ROBBERY,1186,05/01/2018 12:00:00 AM
ROBBERY,1105,06/01/2018 12:00:00 AM
ROBBERY,1116,07/01/2018 12:00:00 AM
ROBBERY,1138,08/01/2018 12:00:00 AM
ROBBERY,1153,09/01/2018 12:00:00 AM
ROBBERY,1173,10/01/2018 12:00:00 AM
ROBBERY,1058,11/01/2018 12:00:00 AM
ROBBERY,1106,12/01/2018 12:00:00 AM
ROBBERY,939,01/01/2019 12:00:00 AM
ROBBERY,892,02/01/2019 12:00:00 AM
ROBBERY,893,03/01/2019 12:00:00 AM
ROBBERY,910,04/01/2019 12:00:00 AM
ROBBERY,1088,05/01/2019 12:00:00 AM
ROBBERY,1149,06/01/2019 12:00:00 AM
ROBBERY,1185,07/01/2019 12:00:00 AM
ROBBERY,1233,08/01/2019 12:00:00 AM
ROBBERY,1331,09/01/2019 12:00:00 AM
ROBBERY,1362,10/01/2019 12:00:00 AM
ROBBERY,1155,11/01/2019 12:00:00 AM
ROBBERY,1205,12/01/2019 12:00:00 AM
SEX CRIMES,617,01/01/2018 12:00:00 AM
SEX CRIMES,500,02/01/2018 12:00:00 AM
SEX CRIMES,521,03/01/2018 12:00:00 AM
SEX CRIMES,609,04/01/2018 12:00:00 AM
SEX CRIMES,713,05/01/2018 12:00:00 AM
SEX CRIMES,709,06/01/2018 12:00:00 AM
SEX CRIMES,741,07/01/2018 12:00:00 AM
SEX CRIMES,668,08/01/2018 12:00:00 AM
SEX CRIMES,674,09/01/2018 12:00:00 AM
SEX CRIMES,703,10/01/2018 12:00:00 AM
SEX CRIMES,621,11/01/2018 12:00:00 AM
SEX CRIMES,700,12/01/2018 12:00:00 AM
SEX CRIMES,556,01/01/2019 12:00:00 AM
SEX CRIMES,487,02/01/2019 12:00:00 AM
SEX CRIMES,536,03/01/2019 12:00:00 AM
SEX CRIMES,561,04/01/2019 12:00:00 AM
SEX CRIMES,616,05/01/2019 12:00:00 AM
SEX CRIMES,605,06/01/2019 12:00:00 AM
SEX CRIMES,603,07/01/2019 12:00:00 AM
SEX CRIMES,566,08/01/2019 12:00:00 AM
SEX CRIMES,554,09/01/2019 12:00:00 AM
SEX CRIMES,522,10/01/2019 12:00:00 AM
SEX CRIMES,511,11/01/2019 12:00:00 AM
SEX CRIMES,466,12/01/2019 12:00:00 AM
THEFT-FRAUD,410,01/01/2018 12:00:00 AM
THEFT-FRAUD,397,02/01/2018 12:00:00 AM
THEFT-FRAUD,357,03/01/2018 12:00:00 AM
THEFT-FRAUD,369,04/01/2018 12:00:00 AM
THEFT-FRAUD,376,05/01/2018 12:00:00 AM
THEFT-FRAUD,328,06/01/2018 12:00:00 AM
THEFT-FRAUD,327,07/01/2018 12:00:00 AM
THEFT-FRAUD,371,08/01/2018 12:00:00 AM
THEFT-FRAUD,315,09/01/2018 12:00:00 AM
THEFT-FRAUD,456,10/01/2018 12:00:00 AM
THEFT-FRAUD,437,11/01/2018 12:00:00 AM
THEFT-FRAUD,720,12/01/2018 12:00:00 AM
THEFT-FRAUD,353,01/01/2019 12:00:00 AM
THEFT-FRAUD,281,02/01/2019 12:00:00 AM
THEFT-FRAUD,335,03/01/2019 12:00:00 AM
THEFT-FRAUD,289,04/01/2019 12:00:00 AM
THEFT-FRAUD,285,05/01/2019 12:00:00 AM
THEFT-FRAUD,263,06/01/2019 12:00:00 AM
THEFT-FRAUD,308,07/01/2019 12:00:00 AM
THEFT-FRAUD,319,08/01/2019 12:00:00 AM
THEFT-FRAUD,278,09/01/2019 12:00:00 AM
THEFT-FRAUD,282,10/01/2019 12:00:00 AM
THEFT-FRAUD,292,11/01/2019 12:00:00 AM
THEFT-FRAUD,292,12/01/2019 12:00:00 AM
THEFT OF SERVICES,29,01/01/2018 12:00:00 AM
THEFT OF SERVICES,41,02/01/2018 12:00:00 AM
THEFT OF SERVICES,26,03/01/2018 12:00:00 AM
THEFT OF SERVICES,41,04/01/2018 12:00:00 AM
THEFT OF SERVICES,31,05/01/2018 12:00:00 AM
THEFT OF SERVICES,23,06/01/2018 12:00:00 AM
THEFT OF SERVICES,25,07/01/2018 12:00:00 AM
THEFT OF SERVICES,58,08/01/2018 12:00:00 AM
THEFT OF SERVICES,54,09/01/2018 12:00:00 AM
THEFT OF SERVICES,62,10/01/2018 12:00:00 AM
THEFT OF SERVICES,29,11/01/2018 12:00:00 AM
THEFT OF SERVICES,65,12/01/2018 12:00:00 AM
THEFT OF SERVICES,17,01/01/2019 12:00:00 AM
THEFT OF SERVICES,23,02/01/2019 12:00:00 AM
THEFT OF SERVICES,29,03/01/2019 12:00:00 AM
THEFT OF SERVICES,25,04/01/2019 12:00:00 AM
THEFT OF SERVICES,42,05/01/2019 12:00:00 AM
THEFT OF SERVICES,28,06/01/2019 12:00:00 AM
THEFT OF SERVICES,27,07/01/2019 12:00:00 AM
THEFT OF SERVICES,24,08/01/2019 12:00:00 AM
THEFT OF SERVICES,46,09/01/2019 12:00:00 AM
THEFT OF SERVICES,56,10/01/2019 12:00:00 AM
THEFT OF SERVICES,26,11/01/2019 12:00:00 AM
THEFT OF SERVICES,50,12/01/2019 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,130,01/01/2018 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,128,02/01/2018 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,127,03/01/2018 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,117,04/01/2018 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,155,05/01/2018 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,158,06/01/2018 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,168,07/01/2018 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,161,08/01/2018 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,148,09/01/2018 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,157,10/01/2018 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,138,11/01/2018 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,205,12/01/2018 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,129,01/01/2019 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,105,02/01/2019 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,120,03/01/2019 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,116,04/01/2019 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,115,05/01/2019 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,156,06/01/2019 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,159,07/01/2019 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,177,08/01/2019 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,126,09/01/2019 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,127,10/01/2019 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,145,11/01/2019 12:00:00 AM
UNAUTHORIZED USE OF A VEHICLE,121,12/01/2019 12:00:00 AM
UNLAWFUL POSS. WEAP. ON SCHOOL,2,10/01/2018 12:00:00 AM
